"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test checks for the disabled attribute","7764","A test to check the field for ""Read-only""","","Mon Mar 24 08:46:22 UTC 2025","passed","Mon Mar 24 08:46:30 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","readonly"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10903","Required Message validation test for one field","","Mon Mar 24 08:48:53 UTC 2025","passed","Mon Mar 24 08:49:04 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","9659","Confirmation Popup Validation Test","","Mon Mar 24 08:47:31 UTC 2025","passed","Mon Mar 24 08:47:41 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","confirm"
"Checking the url before the transition and after the transition/click on a special element","7875","The DrillDown test","","Mon Mar 24 08:46:07 UTC 2025","passed","Mon Mar 24 08:46:14 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","drillDown"
"Checking the url before the transition and after the transition/click on a special element","7845","The DrillDown test","","Mon Mar 24 08:51:22 UTC 2025","passed","Mon Mar 24 08:51:30 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","drillDown"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9077","Required Message text Verification field test","","Mon Mar 24 08:42:25 UTC 2025","passed","Mon Mar 24 08:42:34 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","required"
"The test sets the value in the field, and then checks the value in the field with what should be set","11619","A test for setting a value in a field","","Mon Mar 24 08:49:26 UTC 2025","passed","Mon Mar 24 08:49:38 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","edit"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","12352","Confirmation Popup Validation Test","","Mon Mar 24 08:49:59 UTC 2025","passed","Mon Mar 24 08:50:11 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","confirm"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","11599","Required Message validation test for multiple fields","","Mon Mar 24 08:45:35 UTC 2025","passed","Mon Mar 24 08:45:47 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","fieldLevelValidation"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9289","Required Message text Verification field test","","Mon Mar 24 08:51:55 UTC 2025","passed","Mon Mar 24 08:52:05 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","required"
"Sorting is not available for the Form widget","7905","Sorting test","","Mon Mar 24 08:45:59 UTC 2025","passed","Mon Mar 24 08:46:07 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9576","A test to get the field color value in Hex format","","Mon Mar 24 08:45:05 UTC 2025","passed","Mon Mar 24 08:45:14 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","color"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10492","Required Message validation test for one field","","Mon Mar 24 08:42:15 UTC 2025","passed","Mon Mar 24 08:42:25 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","fieldLevelValidationAnnotation"
"Filtering is not available for the Form widget","9591","Filtering test","","Mon Mar 24 08:44:02 UTC 2025","passed","Mon Mar 24 08:44:12 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","filtration"
