"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","12103","Required Message validation test for multiple fields","","Wed Apr 02 08:28:11 UTC 2025","passed","Wed Apr 02 08:28:23 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","fieldLevelValidation"
"Filtering is not available for the Form widget","8227","Filtering test","","Wed Apr 02 08:23:08 UTC 2025","passed","Wed Apr 02 08:23:16 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","filtration"
"The method returns Option-Status pairs, for all. The test checks each pair.","10511","Test to check the status of all options","","Wed Apr 02 08:55:54 UTC 2025","passed","Wed Apr 02 08:56:04 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","statusOptions"
"Sorting is not available for InfoWidget.","7858","Sorting test","","Wed Apr 02 09:02:01 UTC 2025","passed","Wed Apr 02 09:02:09 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","sorting"
"Filtering is not available for InfoWidget.","8776","Filtering test","","Wed Apr 02 09:07:32 UTC 2025","passed","Wed Apr 02 09:07:41 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","filtration"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","11530","Required Message validation test for one field","","Wed Apr 02 08:57:28 UTC 2025","passed","Wed Apr 02 08:57:40 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","fieldLevelValidationAnnotation"
"Info Widget is always read-only","7854","A test to check the field for ""Read-only""","","Wed Apr 02 09:02:24 UTC 2025","passed","Wed Apr 02 09:02:32 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","readonly"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10338","Confirmation Popup Validation Test","","Wed Apr 02 08:30:49 UTC 2025","passed","Wed Apr 02 08:30:59 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","confirm"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","11780","Required Message validation test for one field","","Wed Apr 02 08:32:26 UTC 2025","passed","Wed Apr 02 08:32:38 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","fieldLevelValidationAnnotation"
"Checking the url before the transition and after the transition/click on a special element","8514","The DrillDown test","","Wed Apr 02 08:22:59 UTC 2025","passed","Wed Apr 02 08:23:08 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","drillDown"
"Filtering is not available for InfoWidget.","10118","Filtering test","","Wed Apr 02 09:16:28 UTC 2025","passed","Wed Apr 02 09:16:38 UTC 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","filtration"
"The test sets the value in the field, and then checks the value in the field with what should be set. The Number Digits class is used for numbers with a fractional part.","12396","A test for entering numbers with a fractional part using the PercentDigits class","","Wed Apr 02 08:31:53 UTC 2025","passed","Wed Apr 02 08:32:05 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","digits"
"The test gets the value from the placeholder attribute and returns it in String format","10246","Test for getting the Placeholder value","","Wed Apr 02 08:22:04 UTC 2025","passed","Wed Apr 02 08:22:15 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","placeholder"
"Sorting is not available for the Form widget","10295","Sorting test","","Wed Apr 02 08:56:47 UTC 2025","passed","Wed Apr 02 08:56:57 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","sorting"
"The test adds a value after removing all previous values.","11083","Value setting test with field clearing","","Wed Apr 02 08:56:04 UTC 2025","passed","Wed Apr 02 08:56:15 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","setValue"
"Filtering is not available for the Form widget","10859","Filtering test","","Wed Apr 02 08:39:23 UTC 2025","passed","Wed Apr 02 08:39:34 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","filtration"
"Filtering is not available for InfoWidget.","9013","Filtering test","","Wed Apr 02 09:04:15 UTC 2025","passed","Wed Apr 02 09:04:24 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10002","Business Exception Validation Test","","Wed Apr 02 08:35:13 UTC 2025","passed","Wed Apr 02 08:35:23 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","businessException"
"","7800","The test for getting the value from the field","","Wed Apr 02 09:01:38 UTC 2025","passed","Wed Apr 02 09:01:46 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","read"
"Getting a Placeholder is not available","9322","Test for getting the Placeholder value","","Wed Apr 02 08:29:05 UTC 2025","passed","Wed Apr 02 08:29:14 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","placeholder"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","11455","Required Message validation test for multiple fields","","Wed Apr 02 08:38:39 UTC 2025","passed","Wed Apr 02 08:38:51 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","fieldLevelValidation"
"The test checks for the disabled attribute","8396","A test to check the field for ""Read-only""","","Wed Apr 02 08:34:45 UTC 2025","passed","Wed Apr 02 08:34:53 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","readonly"
"Sorting is not available for InfoWidget.","9476","Sorting test","","Wed Apr 02 09:06:00 UTC 2025","passed","Wed Apr 02 09:06:09 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","sorting"
"The test gets the value from the placeholder attribute and returns it in String format","10493","Test for getting the Placeholder value","","Wed Apr 02 08:58:23 UTC 2025","passed","Wed Apr 02 08:58:33 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","placeholder"
"Checking the url before the transition and after the transition/click on a special element","10108","The DrillDown test","","Wed Apr 02 08:36:54 UTC 2025","passed","Wed Apr 02 08:37:04 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","drillDown"
"Sorting is not available for InfoWidget.","8833","Sorting test","","Wed Apr 02 09:07:06 UTC 2025","passed","Wed Apr 02 09:07:15 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","sorting"
"The test verifies that after clearing the field, it is empty","9760","The test for deleting a file from a field","","Wed Apr 02 08:45:08 UTC 2025","passed","Wed Apr 02 08:45:18 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","clear"
"The test sets the value in the field, and then checks the value in the field with what should be set","9837","A test for setting a value in a field","","Wed Apr 02 08:23:58 UTC 2025","passed","Wed Apr 02 08:24:07 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","edit"
"","10751","The test for getting the value from the field","","Wed Apr 02 09:17:40 UTC 2025","passed","Wed Apr 02 09:17:51 UTC 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","read"
"The test sets several values in the field, then checks the list with the expected value.","20410","A test for setting multiple values in a field","","Wed Apr 02 08:50:54 UTC 2025","passed","Wed Apr 02 08:51:15 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_set"
"The test sets the value, after which the method returns the full list of value-status","10948","Test to get all values with the status","","Wed Apr 02 08:38:17 UTC 2025","passed","Wed Apr 02 08:38:28 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","getValues"
"The test gets the value from the placeholder attribute and returns it in String format","8014","Test for getting the Placeholder value","","Wed Apr 02 08:43:08 UTC 2025","passed","Wed Apr 02 08:43:16 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","placeholder"
"The InfoWidget doesn't have a Placeholder.","9848","Test for getting the Placeholder value","","Wed Apr 02 09:03:47 UTC 2025","passed","Wed Apr 02 09:03:57 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","placeholder"
"Filtering is not available for InfoWidget.","10597","Filtering test","","Wed Apr 02 09:10:59 UTC 2025","passed","Wed Apr 02 09:11:09 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","filtration"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10304","Confirmation Popup Validation Test","","Wed Apr 02 08:35:49 UTC 2025","passed","Wed Apr 02 08:36:00 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","confirm"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11514","Run-time exception validation test","","Wed Apr 02 08:33:58 UTC 2025","passed","Wed Apr 02 08:34:09 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","runtimeException"
"The InfoWidget doesn't have a Placeholder..","9125","Test for getting the Placeholder value","","Wed Apr 02 09:18:46 UTC 2025","passed","Wed Apr 02 09:18:55 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","placeholder"
"Sorting is not available for InfoWidget.","8354","Sorting test","","Wed Apr 02 09:18:55 UTC 2025","passed","Wed Apr 02 09:19:04 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","sorting"
"Checking the url before the transition and after the transition/click on a special element","8957","The DrillDown test","","Wed Apr 02 08:29:23 UTC 2025","passed","Wed Apr 02 08:29:32 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","8935","Run-time exception validation test","","Wed Apr 02 08:43:43 UTC 2025","passed","Wed Apr 02 08:43:52 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","runtimeException"
"Sorting is not available for InfoWidget.","10063","Sorting test","","Wed Apr 02 09:16:08 UTC 2025","passed","Wed Apr 02 09:16:18 UTC 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","sorting"
