"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 24 14:13:41 GMT 2025","Mon Mar 24 14:13:52 GMT 2025","11427","","Form. Checking the basic functions for the Input in the widget Form","","application.Samples.Form.InputOnFormTest","fieldLevelValidation","Required Message validation test for multiple fields","The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered"
"passed","Mon Mar 24 14:51:22 GMT 2025","Mon Mar 24 14:51:34 GMT 2025","11698","","Info. Checking the basic functions for the Percent","","application.Samples.Info.PercentOnInfoTest","drillDown","The DrillDown test","DrillDown is not available for InfoWidget."
"passed","Mon Mar 24 14:36:03 GMT 2025","Mon Mar 24 14:36:14 GMT 2025","11131","","Info. Checking the basic functions for the Radio","","application.Samples.Info.RadioOnInfoTest","sorting","Sorting test","Sorting is not available for InfoWidget."
"passed","Mon Mar 24 14:17:32 GMT 2025","Mon Mar 24 14:17:42 GMT 2025","9637","","Form. Checking the basic functions for the Hint in the widget Form","","application.Samples.Form.HintOnFormTest","edit","A test to check the value in a field","A test to get the value from the field. Hint is always read-only, so it is impossible to set the value."
"passed","Mon Mar 24 14:26:44 GMT 2025","Mon Mar 24 14:26:55 GMT 2025","11223","","Form. Checking the basic functions for the MultipleSelect in the widget Form","","application.Samples.Form.MultipleSelectOnFormTest","fieldLevelValidationAnnotation","Required Message validation test for one field","The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered"
"passed","Mon Mar 24 14:34:13 GMT 2025","Mon Mar 24 14:34:22 GMT 2025","8976","","Info. Checking the basic functions for the Input","","application.Samples.Info.InputOnInfoTest","drillDown","The DrillDown test","DrillDown is not available for InfoWidget."
"passed","Mon Mar 24 14:07:38 GMT 2025","Mon Mar 24 14:07:50 GMT 2025","12507","","Form. Checking the basic functions for the Radio in the widget Form","","application.Samples.Form.RadioOnFormTest","getValues","Test to get all values with the status","The test sets the value, after which the method returns the full list of value-status"
"passed","Mon Mar 24 14:44:33 GMT 2025","Mon Mar 24 14:44:44 GMT 2025","10466","","Info. Checking the basic functions for the MultiValueHover","","application.Samples.Info.MultiValueHoverOnInfoTest","color","A test to get the field color value in Hex format","The test gets the value from the style attribute in RGB format, and then converts it to Hex format"
"passed","Mon Mar 24 14:00:35 GMT 2025","Mon Mar 24 14:00:48 GMT 2025","13252","","Form. Checking the basic functions for the Percent in the widget Form","","application.Samples.Form.PercentOnFormTest","digits","A test for entering numbers with a fractional part using the PercentDigits class","The test sets the value in the field, and then checks the value in the field with what should be set. The Number Digits class is used for numbers with a fractional part."
"passed","Mon Mar 24 14:02:26 GMT 2025","Mon Mar 24 14:02:39 GMT 2025","12876","","Form. Checking the basic functions for the Percent in the widget Form","","application.Samples.Form.PercentOnFormTest","confirm","Confirmation Popup Validation Test","The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated"
"passed","Mon Mar 24 13:51:00 GMT 2025","Mon Mar 24 13:51:11 GMT 2025","11402","","Form. Checking the basic functions for the Text in the widget Form","","application.Samples.Form.TextOnFormTest","placeholder","Test for getting the Placeholder value","The test gets the value from the placeholder attribute and returns it in String format"
