"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The InfoWidget doesn't have a Placeholder.","32800","Test for getting the Placeholder value","","Thu Apr 10 15:07:34 UTC 2025","passed","Thu Apr 10 15:08:07 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","placeholder"
"","18750","The test for getting the value from the field","","Thu Apr 10 15:05:32 UTC 2025","passed","Thu Apr 10 15:05:51 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","read"
"","25465","The test for getting the value from the field","","Thu Apr 10 15:10:21 UTC 2025","passed","Thu Apr 10 15:10:46 UTC 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","read"
"The InfoWidget doesn't have a Placeholder.","19372","Test for getting the Placeholder value","","Thu Apr 10 15:03:55 UTC 2025","passed","Thu Apr 10 15:04:14 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","placeholder"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","19477","Required Message validation test for one field","","Thu Apr 10 14:44:02 UTC 2025","passed","Thu Apr 10 14:44:22 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","fieldLevelValidationAnnotation"
"Sorting is not available for InfoWidget.","42485","Sorting test","","Thu Apr 10 15:00:58 UTC 2025","passed","Thu Apr 10 15:01:41 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","sorting"
"Sorting is not available for InfoWidget.","34149","Sorting test","","Thu Apr 10 15:10:20 UTC 2025","passed","Thu Apr 10 15:10:54 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","sorting"
"DrillDown is not available for InfoWidget.","18530","The DrillDown test","","Thu Apr 10 15:07:06 UTC 2025","passed","Thu Apr 10 15:07:25 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","drillDown"
"Getting the field color is not available","16696","A test to get the field color value in Hex format","","Thu Apr 10 14:53:33 UTC 2025","passed","Thu Apr 10 14:53:50 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","17286","Run-time exception validation test","","Thu Apr 10 15:00:28 UTC 2025","passed","Thu Apr 10 15:00:45 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","runtimeException"
"Info Widget is always read-only","27717","A test to check the field for ""Read-only""","","Thu Apr 10 15:04:31 UTC 2025","passed","Thu Apr 10 15:04:59 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","16141","Required Message text Verification field test","","Thu Apr 10 14:49:34 UTC 2025","passed","Thu Apr 10 14:49:51 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","required"
"Filtering is not available for InfoWidget.","16131","Filtering test","","Thu Apr 10 15:05:00 UTC 2025","passed","Thu Apr 10 15:05:16 UTC 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","filtration"
"Filtering is not available for InfoWidget.","28543","Filtering test","","Thu Apr 10 15:07:15 UTC 2025","passed","Thu Apr 10 15:07:44 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","filtration"
"The test checks for the disabled attribute","15755","A test to check the field for ""Read-only""","","Thu Apr 10 14:46:54 UTC 2025","passed","Thu Apr 10 14:47:09 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","23356","A test to get the field color value in Hex format","","Thu Apr 10 15:06:38 UTC 2025","passed","Thu Apr 10 15:07:01 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","25334","Business Exception Validation Test","","Thu Apr 10 14:43:58 UTC 2025","passed","Thu Apr 10 14:44:23 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","businessException"
"Sorting is not available for the Form widget","34785","Sorting test","","Thu Apr 10 14:42:38 UTC 2025","passed","Thu Apr 10 14:43:12 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","sorting"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","29792","Required Message text Verification field test","","Thu Apr 10 15:01:32 UTC 2025","passed","Thu Apr 10 15:02:02 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","required"
"A test to get the value from the field. Hint is always read-only, so it is impossible to set the value.","18480","A test to check the value in a field","","Thu Apr 10 14:53:15 UTC 2025","passed","Thu Apr 10 14:53:33 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","edit"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","29532","Confirmation Popup Validation Test","","Thu Apr 10 14:45:41 UTC 2025","passed","Thu Apr 10 14:46:11 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","confirm"
"The test checks for the disabled attribute","17132","A test to check the field for ""Read-only""","","Thu Apr 10 14:41:56 UTC 2025","passed","Thu Apr 10 14:42:14 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","readonly"
"Sorting is not available for InfoWidget.","29950","Sorting test","","Thu Apr 10 14:59:48 UTC 2025","passed","Thu Apr 10 15:00:18 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","sorting"
"","10073","The test for getting the value from the field","","Thu Apr 10 15:11:28 UTC 2025","passed","Thu Apr 10 15:11:38 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","read"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","22278","Business Exception Validation Test","","Thu Apr 10 14:54:57 UTC 2025","passed","Thu Apr 10 14:55:19 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","businessException"
"The test gets the value from the placeholder attribute and returns it in String format","17543","Test for getting the Placeholder value","","Thu Apr 10 14:59:18 UTC 2025","passed","Thu Apr 10 14:59:36 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","placeholder"
"","23530","A test to compare the source file with the downloaded one","","Thu Apr 10 15:06:31 UTC 2025","passed","Thu Apr 10 15:06:54 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","compare"
"DrillDown is not available for InfoWidget.","17024","The DrillDown test","","Thu Apr 10 15:02:25 UTC 2025","passed","Thu Apr 10 15:02:42 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","drillDown"
"The test sets the value in the field, and then checks the value in the field with what should be set. Предварительной очистки поля нет","20702","A test for setting a value in a field","","Thu Apr 10 14:58:12 UTC 2025","passed","Thu Apr 10 14:58:33 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","edit"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","23351","Required Message text Verification field test","","Thu Apr 10 14:43:00 UTC 2025","passed","Thu Apr 10 14:43:23 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","required"
"The InfoWidget doesn't have a Placeholder.","17275","Test for getting the Placeholder value","","Thu Apr 10 15:06:01 UTC 2025","passed","Thu Apr 10 15:06:18 UTC 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","placeholder"
"The test gets the value from the placeholder attribute and returns it in String format","14021","Test for getting the Placeholder value","","Thu Apr 10 14:43:48 UTC 2025","passed","Thu Apr 10 14:44:02 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","placeholder"
"Filtering is not available for the Form widget","21734","Filtering test","","Thu Apr 10 14:48:41 UTC 2025","passed","Thu Apr 10 14:49:03 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","filtration"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","26590","Required Message validation test for one field","","Thu Apr 10 14:49:39 UTC 2025","passed","Thu Apr 10 14:50:06 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","25808","Run-time exception validation test","","Thu Apr 10 14:45:44 UTC 2025","passed","Thu Apr 10 14:46:10 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","runtimeException"
"The InfoWidget doesn't have a Placeholder.","24453","Test for getting the Placeholder value","","Thu Apr 10 15:03:45 UTC 2025","passed","Thu Apr 10 15:04:09 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","placeholder"
"Info Widget is always read-only","18308","A test to check the field for ""Read-only""","","Thu Apr 10 15:00:46 UTC 2025","passed","Thu Apr 10 15:01:04 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","readonly"
"DrillDown is not available for InfoWidget.","28361","The DrillDown test","","Thu Apr 10 15:01:42 UTC 2025","passed","Thu Apr 10 15:02:10 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","drillDown"
"Checking the url before the transition and after the transition/click on a special element","24894","The DrillDown test","","Thu Apr 10 14:53:20 UTC 2025","passed","Thu Apr 10 14:53:45 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","drillDown"
"The test checks for the disabled attribute","19120","A test to check the field for ""Read-only""","","Thu Apr 10 14:42:12 UTC 2025","passed","Thu Apr 10 14:42:31 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","readonly"
"","26609","The test for getting the file name in the field","","Thu Apr 10 15:04:28 UTC 2025","passed","Thu Apr 10 15:04:54 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","readNameFileInField"
"Filtering is not available for InfoWidget.","26631","Filtering test","","Thu Apr 10 15:04:04 UTC 2025","passed","Thu Apr 10 15:04:31 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","filtration"
"The test checks for the disabled attribute","17776","A test to check the field for ""Read-only""","","Thu Apr 10 14:51:40 UTC 2025","passed","Thu Apr 10 14:51:58 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","17162","A test to get the field color value in Hex format","","Thu Apr 10 15:08:23 UTC 2025","passed","Thu Apr 10 15:08:40 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","color"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","18326","Required Message text Verification field test","","Thu Apr 10 14:42:27 UTC 2025","passed","Thu Apr 10 14:42:46 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","required"
"Sorting is not available for the Form widget","123323","Sorting test","","Thu Apr 10 14:39:26 UTC 2025","passed","Thu Apr 10 14:41:30 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","sorting"
