"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test checks the status of one option, whether it is selected or not","10741","A test to check the status of one option","","Thu Mar 27 21:05:04 UTC 2025","passed","Thu Mar 27 21:05:15 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","statusOption"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9716","A test to get the field color value in Hex format","","Thu Mar 27 21:21:33 UTC 2025","passed","Thu Mar 27 21:21:42 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","color"
"","8304","The test for getting the value from the field","","Thu Mar 27 21:11:05 UTC 2025","passed","Thu Mar 27 21:11:13 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","read"
"Sorting is not available for the Form widget","10625","Sorting test","","Thu Mar 27 20:28:58 UTC 2025","passed","Thu Mar 27 20:29:09 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10755","A test to get the field color value in Hex format","","Thu Mar 27 20:41:05 UTC 2025","passed","Thu Mar 27 20:41:16 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","color"
"Info Widget is always read-only","10291","A test to check the field for ""Read-only""","","Thu Mar 27 21:11:52 UTC 2025","passed","Thu Mar 27 21:12:02 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9695","Required Message text Verification field test","","Thu Mar 27 21:08:21 UTC 2025","passed","Thu Mar 27 21:08:30 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","required"
"The test sets one value in the field, then checks the list with the expected value.","25478","A test for setting a single value in a field","","Thu Mar 27 20:58:49 UTC 2025","passed","Thu Mar 27 20:59:15 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_once"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10731","A test to get the field color value in Hex format","","Thu Mar 27 21:20:22 UTC 2025","passed","Thu Mar 27 21:20:32 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","color"
"The test gets the value from the placeholder attribute and returns it in String format","10795","Test for getting the Placeholder value","","Thu Mar 27 20:49:07 UTC 2025","passed","Thu Mar 27 20:49:18 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","placeholder"
"Sorting is not available for the Form widget","10102","Sorting test","","Thu Mar 27 21:02:15 UTC 2025","passed","Thu Mar 27 21:02:25 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","sorting"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11293","Business Exception Validation Test","","Thu Mar 27 20:45:42 UTC 2025","passed","Thu Mar 27 20:45:53 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","businessException"
"A test to get the value from the field. MultiValueHover is always read-only, so it is impossible to set the value","10379","A test for setting a value in a field","","Thu Mar 27 20:36:33 UTC 2025","passed","Thu Mar 27 20:36:43 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","edit"
"The test sets the value in the field, and then checks the value in the field with what should be set","12535","A test for setting a value in a field","","Thu Mar 27 20:48:30 UTC 2025","passed","Thu Mar 27 20:48:43 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","edit"
"DrillDown is not available for InfoWidget.","9227","The DrillDown test","","Thu Mar 27 21:15:59 UTC 2025","passed","Thu Mar 27 21:16:09 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","drillDown"
"The test sets the value in the field, and then checks the value in the field with what should be set","9919","A test for setting a value in a field","","Thu Mar 27 20:43:27 UTC 2025","passed","Thu Mar 27 20:43:37 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","edit"
"Info Widget is always read-only","8660","A test to check the field for ""Read-only""","","Thu Mar 27 21:28:21 UTC 2025","passed","Thu Mar 27 21:28:30 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10928","A test to get the field color value in Hex format","","Thu Mar 27 20:48:43 UTC 2025","passed","Thu Mar 27 20:48:54 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","color"
"Info Widget is always read-only","8693","A test to check the field for ""Read-only""","","Thu Mar 27 21:23:17 UTC 2025","passed","Thu Mar 27 21:23:25 UTC 2025","","Info. Checking the basic functions for the Money","application.Samples.Info.MoneyOnInfoTest","readonly"
"The InfoWidget doesn't have a Placeholder.","9054","Test for getting the Placeholder value","","Thu Mar 27 21:16:55 UTC 2025","passed","Thu Mar 27 21:17:04 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","placeholder"
"The test gets the value from the placeholder attribute and returns it in String format","8133","Test for getting the Placeholder value","","Thu Mar 27 20:51:20 UTC 2025","passed","Thu Mar 27 20:51:29 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","placeholder"
"The InfoWidget doesn't have a Placeholder.","9464","Test for getting the Placeholder value","","Thu Mar 27 21:19:18 UTC 2025","passed","Thu Mar 27 21:19:28 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","placeholder"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","11725","Required Message validation test for multiple fields","","Thu Mar 27 21:07:13 UTC 2025","passed","Thu Mar 27 21:07:24 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","fieldLevelValidation"
"Info Widget is always read-only","10073","A test to check the field for ""Read-only""","","Thu Mar 27 21:24:22 UTC 2025","passed","Thu Mar 27 21:24:32 UTC 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","readonly"
"The test checks for the disabled attribute","8516","A test to check the field for ""Read-only""","","Thu Mar 27 20:42:39 UTC 2025","passed","Thu Mar 27 20:42:47 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9443","A test to get the field color value in Hex format","","Thu Mar 27 21:13:21 UTC 2025","passed","Thu Mar 27 21:13:30 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","color"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10492","Required Message validation test for one field","","Thu Mar 27 21:03:05 UTC 2025","passed","Thu Mar 27 21:03:16 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the placeholder attribute and returns it in String format","11180","Test for getting the Placeholder value","","Thu Mar 27 20:35:35 UTC 2025","passed","Thu Mar 27 20:35:46 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","placeholder"
"The test checks for the disabled attribute","8395","A test to check the field for ""Read-only""","","Thu Mar 27 20:31:49 UTC 2025","passed","Thu Mar 27 20:31:57 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","8904","Required Message text Verification field test","","Thu Mar 27 20:32:08 UTC 2025","passed","Thu Mar 27 20:32:16 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","required"
"DrillDown is not available for InfoWidget.","10623","The DrillDown test","","Thu Mar 27 21:11:31 UTC 2025","passed","Thu Mar 27 21:11:42 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","drillDown"
"The test checks for the disabled attribute","8488","A test to check the field for ""Read-only""","","Thu Mar 27 21:08:02 UTC 2025","passed","Thu Mar 27 21:08:11 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","readonly"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","10110","Required Message validation test for one field","","Thu Mar 27 20:59:36 UTC 2025","passed","Thu Mar 27 20:59:46 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","fieldLevelValidationAnnotation"
"Filtering is not available for the Form widget","8018","Filtering test","","Thu Mar 27 20:50:12 UTC 2025","passed","Thu Mar 27 20:50:20 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","12489","Business Exception Validation Test","","Thu Mar 27 20:48:18 UTC 2025","passed","Thu Mar 27 20:48:30 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","businessException"
"The InfoWidget doesn't have a Placeholder.","8614","Test for getting the Placeholder value","","Thu Mar 27 21:14:32 UTC 2025","passed","Thu Mar 27 21:14:41 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","placeholder"
"Filtering is not available for the Form widget","8190","Filtering test","","Thu Mar 27 20:54:43 UTC 2025","passed","Thu Mar 27 20:54:51 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","filtration"
"Sorting is not available for InfoWidget.","8881","Sorting test","","Thu Mar 27 21:13:40 UTC 2025","passed","Thu Mar 27 21:13:48 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","sorting"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","11680","Required Message text Verification field test","","Thu Mar 27 20:34:47 UTC 2025","passed","Thu Mar 27 20:34:59 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","required"
"","10459","The test for getting the value from the field","","Thu Mar 27 21:25:43 UTC 2025","passed","Thu Mar 27 21:25:54 UTC 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","read"
