"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checking the url before the transition and after the transition/click on a special element","9868","The DrillDown test","","Fri Mar 28 12:42:41 UTC 2025","passed","Fri Mar 28 12:42:51 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10421","Business Exception Validation Test","","Fri Mar 28 12:43:29 UTC 2025","passed","Fri Mar 28 12:43:39 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","businessException"
"The test checks the value of the digits attributes","9998","Required Message text Verification field test","","Fri Mar 28 12:43:57 UTC 2025","passed","Fri Mar 28 12:44:07 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","maxInput"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9794","Required Message text Verification field test","","Fri Mar 28 12:43:19 UTC 2025","passed","Fri Mar 28 12:43:28 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","required"
"The test checks for the disabled attribute","8789","A test to check the field for ""Read-only""","","Fri Mar 28 12:43:00 UTC 2025","passed","Fri Mar 28 12:43:08 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","readonly"
"The test gets the value from the placeholder attribute and returns it in String format","8764","Test for getting the Placeholder value","","Fri Mar 28 12:44:07 UTC 2025","passed","Fri Mar 28 12:44:16 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","placeholder"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9647","Run-time exception validation test","","Fri Mar 28 12:44:46 UTC 2025","passed","Fri Mar 28 12:44:55 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","runtimeException"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8954","A test to get the field color value in Hex format","","Fri Mar 28 12:43:48 UTC 2025","passed","Fri Mar 28 12:43:57 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","color"
"The test checks the list of buttons","8428","Test getting all widget buttons","","Fri Mar 28 12:44:26 UTC 2025","passed","Fri Mar 28 12:44:35 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","getButtons"
"Sorting is not available for the Form widget","18290","Sorting test","","Fri Mar 28 12:42:23 UTC 2025","passed","Fri Mar 28 12:42:41 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","sorting"
"The test sets the value in the field, and then checks the value in the field with what should be set","9242","A test for setting a value in a field","","Fri Mar 28 12:43:39 UTC 2025","passed","Fri Mar 28 12:43:48 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","edit"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10283","Required Message validation test for one field","","Fri Mar 28 12:43:08 UTC 2025","passed","Fri Mar 28 12:43:19 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","fieldLevelValidationAnnotation"
"Filtering is not available for the Form widget","8775","Filtering test","","Fri Mar 28 12:42:51 UTC 2025","passed","Fri Mar 28 12:43:00 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","filtration"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10764","Required Message validation test for multiple fields","","Fri Mar 28 12:44:35 UTC 2025","passed","Fri Mar 28 12:44:46 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","fieldLevelValidation"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10513","Confirmation Popup Validation Test","","Fri Mar 28 12:44:16 UTC 2025","passed","Fri Mar 28 12:44:26 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","confirm"
