"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11869","Business Exception Validation Test","","Thu Mar 27 07:08:45 UTC 2025","passed","Thu Mar 27 07:08:57 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","businessException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","10594","Run-time exception validation test","","Thu Mar 27 07:40:19 UTC 2025","passed","Thu Mar 27 07:40:29 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","runtimeException"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10579","A test to get the field color value in Hex format","","Thu Mar 27 07:09:08 UTC 2025","passed","Thu Mar 27 07:09:19 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","color"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9943","Required Message validation test for multiple fields","","Thu Mar 27 07:40:09 UTC 2025","passed","Thu Mar 27 07:40:19 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","fieldLevelValidation"
"A test to get the value from the field. MultiValueHover is always read-only, so it is impossible to set the value","10304","A test for setting a value in a field","","Thu Mar 27 07:15:06 UTC 2025","passed","Thu Mar 27 07:15:16 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","edit"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","11437","Confirmation Popup Validation Test","","Thu Mar 27 07:25:01 UTC 2025","passed","Thu Mar 27 07:25:12 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","confirm"
"The test deletes the value by checking the autocomplete in a blank field","11655","Auto-completion test after cleaning","","Thu Mar 27 07:17:52 UTC 2025","passed","Thu Mar 27 07:18:04 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","nullable"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9937","Required Message validation test for one field","","Thu Mar 27 07:46:23 UTC 2025","passed","Thu Mar 27 07:46:33 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","fieldLevelValidationAnnotation"
"InfoWidget does not have a Hex field color for this type.","9460","A test to get the field color value in Hex format","","Thu Mar 27 07:53:31 UTC 2025","passed","Thu Mar 27 07:53:40 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","color"
"The test sets the value in the field, and then checks the value in the field with what should be set","10313","A test for setting a value in a field","","Thu Mar 27 07:06:39 UTC 2025","passed","Thu Mar 27 07:06:50 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","edit"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9184","Business Exception Validation Test","","Thu Mar 27 07:29:09 UTC 2025","passed","Thu Mar 27 07:29:18 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","businessException"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10686","Confirmation Popup Validation Test","","Thu Mar 27 07:35:04 UTC 2025","passed","Thu Mar 27 07:35:15 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","confirm"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9518","A test to get the field color value in Hex format","","Thu Mar 27 07:39:10 UTC 2025","passed","Thu Mar 27 07:39:20 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","color"
"","10022","The test for getting the value from the field","","Thu Mar 27 07:50:10 UTC 2025","passed","Thu Mar 27 07:50:20 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","read"
"Filtering is not available for the Form widget","9361","Filtering test","","Thu Mar 27 07:34:05 UTC 2025","passed","Thu Mar 27 07:34:15 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","filtration"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","11836","Required Message validation test for one field","","Thu Mar 27 07:18:48 UTC 2025","passed","Thu Mar 27 07:19:00 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","fieldLevelValidationAnnotation"
