"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 22 21:03:36 GMT 2025","Sat Feb 22 21:03:46 GMT 2025","10148","","Info. Checking the basic functions for the Radio","","application.Samples.Info.RadioOnInfoTest","sorting","Sorting test","Sorting is not available for InfoWidget."
"passed","Sat Feb 22 21:12:40 GMT 2025","Sat Feb 22 21:12:49 GMT 2025","8246","","Info. Checking the basic functions for the FileUp","","application.Samples.Info.FileUploadOnInfoTest","readNameFileInField","The test for getting the file name in the field",""
"passed","Sat Feb 22 21:27:32 GMT 2025","Sat Feb 22 21:27:41 GMT 2025","9237","","Form. Checking the basic functions for the PickList in the widget Form","","application.Samples.Form.PickListOnFormTest","edit_2","A test for setting a value in a field","The test sets the value in the field via Popup using the name, and then checks the value in the field with what should be set"
"passed","Sat Feb 22 20:52:40 GMT 2025","Sat Feb 22 20:52:48 GMT 2025","7665","","Form. Checking the basic functions for the Input in the widget Form","","application.Samples.Form.InputOnFormTest","drillDown","The DrillDown test","Checking the url before the transition and after the transition/click on a special element"
"passed","Sat Feb 22 21:03:09 GMT 2025","Sat Feb 22 21:03:18 GMT 2025","9397","","Info. Checking the basic functions for the MultiValueHover","","application.Samples.Info.MultiValueHoverOnInfoTest","read","The test for getting the value from the field",""
"passed","Sat Feb 22 21:04:06 GMT 2025","Sat Feb 22 21:04:15 GMT 2025","9287","","Info. Checking the basic functions for the Radio","","application.Samples.Info.RadioOnInfoTest","readonly","A test to check the field for ""Read-only""","Info Widget is always read-only"
"passed","Sat Feb 22 20:21:40 GMT 2025","Sat Feb 22 20:21:48 GMT 2025","7350","","Form. Checking the basic functions for the DateTime in the widget Form","","application.Samples.Form.DateTimeOnFormTest","drillDown","The DrillDown test","Checking the url before the transition and after the transition/click on a special element"
"passed","Sat Feb 22 21:18:33 GMT 2025","Sat Feb 22 21:18:41 GMT 2025","7747","","Info. Checking the basic functions for the DateTimeWithSeconds","","application.Samples.Info.DateTimeWithSecondsOnInfoTest","color","A test to get the field color value in Hex format","The test gets the value from the style attribute in RGB format, and then converts it to Hex format"
"passed","Sat Feb 22 20:20:08 GMT 2025","Sat Feb 22 20:20:16 GMT 2025","8451","","Form. Checking the basic functions for the PickList in the widget Form","","application.Samples.Form.PickListOnFormTest","color","A test to get the field color value in Hex format","The test gets the value from the style attribute in RGB format, and then converts it to Hex format"
"passed","Sat Feb 22 21:10:57 GMT 2025","Sat Feb 22 21:11:07 GMT 2025","9451","","Info. Checking the basic functions for the PickList","","application.Samples.Info.PickListOnInfoTest","read","The test for getting the value from the field",""
"passed","Sat Feb 22 20:25:07 GMT 2025","Sat Feb 22 20:25:17 GMT 2025","10199","","Form. Checking the basic functions for the Dictionary in the widget Form","","application.Samples.Form.DictionaryOnFormTest","readonly","A test to check the field for ""Read-only""","The test checks for the disabled attribute"
"passed","Sat Feb 22 20:27:44 GMT 2025","Sat Feb 22 20:27:52 GMT 2025","7347","","Form. Checking the basic functions for the Hint in the widget Form","","application.Samples.Form.HintOnFormTest","filtration","Filtering test","Filtering is not available for the Form widget"
"passed","Sat Feb 22 20:31:54 GMT 2025","Sat Feb 22 20:32:02 GMT 2025","8072","","Form. Checking the basic functions for the Date in the widget Form","","application.Samples.Form.DateOnFormTest","required","Required Message text Verification field test","The test clears the field and clicks the Save button. Then validates the message that the field is required"
"passed","Sat Feb 22 20:39:05 GMT 2025","Sat Feb 22 20:39:15 GMT 2025","9129","","Form. Checking the basic functions for the MultiValueHover in the widget Form","","application.Samples.Form.MultiValueHoverOnFormTest","readonly","A test to check the field for ""Read-only""","The Hint field type is always read-only"
"passed","Sat Feb 22 21:23:35 GMT 2025","Sat Feb 22 21:23:45 GMT 2025","9878","","Form. Checking the basic functions for the Money in the widget Form","","application.Samples.Form.MoneyOnFormTest","runtimeException","Run-time exception validation test","The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated"
"passed","Sat Feb 22 21:12:49 GMT 2025","Sat Feb 22 21:12:57 GMT 2025","8267","","Info. Checking the basic functions for the FileUp","","application.Samples.Info.FileUploadOnInfoTest","filtration","Filtering test","Filtering is not available for InfoWidget."
"passed","Sat Feb 22 21:16:57 GMT 2025","Sat Feb 22 21:17:06 GMT 2025","9432","","Info. Checking the basic functions for the MultiplySelect","","application.Samples.Info.MultipleSelectOnInfoTest","drillDown","The DrillDown test","DrillDown is not available for InfoWidget."
"passed","Sat Feb 22 20:31:44 GMT 2025","Sat Feb 22 20:31:54 GMT 2025","9483","","Form. Checking the basic functions for the Date in the widget Form","","application.Samples.Form.DateOnFormTest","fieldLevelValidationAnnotation","Required Message validation test for one field","The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered"
"passed","Sat Feb 22 21:24:25 GMT 2025","Sat Feb 22 21:24:37 GMT 2025","11848","","Form. Checking the basic functions for the Dictionary in the widget Form","","application.Samples.Form.DictionaryOnFormTest","confirm","Confirmation Popup Validation Test","The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated"
"passed","Sat Feb 22 20:16:15 GMT 2025","Sat Feb 22 20:16:24 GMT 2025","9332","","Form. Checking the basic functions for the Text in the widget Form","","application.Samples.Form.TextOnFormTest","filtration","Filtering test","Filtering is not available for the Form widget"
"passed","Sat Feb 22 21:30:36 GMT 2025","Sat Feb 22 21:30:46 GMT 2025","10120","","Form. Checking the basic functions for the MultipleSelect in the widget Form","","application.Samples.Form.MultipleSelectOnFormTest","businessException","Business Exception Validation Test","The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated"
"passed","Sat Feb 22 21:30:17 GMT 2025","Sat Feb 22 21:30:26 GMT 2025","9737","","Form. Checking the basic functions for the FileUpload in the widget Form","","application.Samples.Form.FileUploadOnFormTest","edit","A test for setting a value in a field","The test sets the value in the field, and then checks the value in the field with what should be set"
"passed","Sat Feb 22 21:31:58 GMT 2025","Sat Feb 22 21:32:09 GMT 2025","11779","","Form. Checking the basic functions for the Percent in the widget Form","","application.Samples.Form.PercentOnFormTest","businessException","Business Exception Validation Test","The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated"
"passed","Sat Feb 22 21:09:43 GMT 2025","Sat Feb 22 21:09:53 GMT 2025","9685","","Info. Checking the basic functions for the Percent","","application.Samples.Info.PercentOnInfoTest","readonly","A test to check the field for ""Read-only""","Info Widget is always read-only"
"passed","Sat Feb 22 20:59:35 GMT 2025","Sat Feb 22 20:59:46 GMT 2025","10095","","Form. Checking the basic functions for the MultipleSelect in the widget Form","","application.Samples.Form.MultipleSelectOnFormTest","edit","A test for setting a value in a field","The test sets the value in the field, and then checks the value in the field with what should be set. Предварительной очистки поля нет"
