"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Mar 25 07:18:32 GMT 2025","Tue Mar 25 07:18:54 GMT 2025","22582","","Form. Checking the basic functions for the Radio in the widget Form","","application.Samples.Form.RadioOnFormTest","color","A test to get the field color value in Hex format","The test gets the value from the style attribute in RGB format, and then converts it to Hex format"
"failed","Tue Mar 25 07:12:13 GMT 2025","Tue Mar 25 07:12:35 GMT 2025","22346","","Form. Checking the basic functions for the Percent in the widget Form","","application.Samples.Form.PercentOnFormTest","runtimeException","Run-time exception validation test","The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated"
"passed","Tue Mar 25 08:12:19 GMT 2025","Tue Mar 25 08:12:30 GMT 2025","11123","","Info. Checking the basic functions for the Money","","application.Samples.Info.MoneyOnInfoTest","read","The test for getting the value from the field",""
"failed","Tue Mar 25 07:05:14 GMT 2025","Tue Mar 25 07:05:36 GMT 2025","21228","","Form. Checking the basic functions for the Money in the widget Form","","application.Samples.Form.MoneyOnFormTest","fieldLevelValidationAnnotation","Required Message validation test for one field","The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered"
"passed","Tue Mar 25 08:05:19 GMT 2025","Tue Mar 25 08:05:28 GMT 2025","8866","","Info. Checking the basic functions for the DateTime","","application.Samples.Info.DateTimeOnInfoTest","sorting","Sorting test","Sorting is not available for InfoWidget."
"passed","Tue Mar 25 07:42:03 GMT 2025","Tue Mar 25 07:42:15 GMT 2025","11610","","Form. Checking the basic functions for the MultiValue in the widget Form","","application.Samples.Form.MultiValueOnFormTest","color","A test to get the field color value in Hex format","The test gets the value from the style attribute in RGB format, and then converts it to Hex format"
"failed","Tue Mar 25 07:06:17 GMT 2025","Tue Mar 25 07:06:37 GMT 2025","20405","","Form. Checking the basic functions for the Money in the widget Form","","application.Samples.Form.MoneyOnFormTest","edit","A test for setting a value in a field","The test sets the value in the field, and then checks the value in the field with what should be set"
"passed","Tue Mar 25 07:17:03 GMT 2025","Tue Mar 25 07:17:15 GMT 2025","11694","","Form. Checking the basic functions for the Radio in the widget Form","","application.Samples.Form.RadioOnFormTest","filtration","Filtering test","Filtering is not available for the Form widget"
"failed","Tue Mar 25 07:15:14 GMT 2025","Tue Mar 25 07:15:35 GMT 2025","20903","","Form. Checking the basic functions for the Date in the widget Form","","application.Samples.Form.DateOnFormTest","confirm","Confirmation Popup Validation Test","The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated"
"failed","Tue Mar 25 06:54:59 GMT 2025","Tue Mar 25 06:55:21 GMT 2025","21648","","Form. Checking the basic functions for the Text in the widget Form","","application.Samples.Form.TextOnFormTest","confirm","Confirmation Popup Validation Test","The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated"
