"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 20 08:31:41 GMT 2025","Thu Feb 20 08:31:50 GMT 2025","9065","","Form. Checking the basic functions for the CheckBox","","application.Samples.Form.CheckBoxOnFormTest","readonly","A test to check the field for ""Read-only""","The test checks for the disabled attribute"
"passed","Thu Feb 20 08:32:38 GMT 2025","Thu Feb 20 08:32:47 GMT 2025","9180","","Form. Checking the basic functions for the CheckBox","","application.Samples.Form.CheckBoxOnFormTest","placeholder","Test for getting the Placeholder value","The test gets the value from the placeholder attribute and returns it in String format"
"passed","Thu Feb 20 08:20:14 GMT 2025","Thu Feb 20 08:20:23 GMT 2025","8832","","Form. Checking the basic functions for the MultiValueHover in the widget Form","","application.Samples.Form.MultiValueHoverOnFormTest","readonly","A test to check the field for ""Read-only""","The Hint field type is always read-only"
"passed","Thu Feb 20 08:27:52 GMT 2025","Thu Feb 20 08:27:59 GMT 2025","7048","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","","application.Samples.Form.DateTimeWithSecondsOnFormTest","filtration","Filtering test","Filtering is not available for the Form widget"
"passed","Thu Feb 20 08:43:08 GMT 2025","Thu Feb 20 08:43:17 GMT 2025","9144","","Checking the basic functions for the Percent","","application.Samples.Info.PercentOnInfoTest","drillDown","The DrillDown test","DrillDown is not available for InfoWidget."
"passed","Thu Feb 20 08:33:08 GMT 2025","Thu Feb 20 08:33:18 GMT 2025","9970","","Form. Checking the basic functions for the CheckBox","","application.Samples.Form.CheckBoxOnFormTest","runtimeException","Run-time exception validation test","The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated"
"passed","Thu Feb 20 08:12:01 GMT 2025","Thu Feb 20 08:12:08 GMT 2025","7461","","Form. Checking the basic functions for the Number in the widget Form","","application.Samples.Form.NumberOnFormTest","sorting","Sorting test","Sorting is not available for the Form widget"
"passed","Thu Feb 20 08:45:23 GMT 2025","Thu Feb 20 08:45:31 GMT 2025","7685","","Checking the basic functions for the Money","","application.Samples.Info.MoneyOnInfoTest","readonly","A test to check the field for ""Read-only""","Info Widget is always read-only"
"passed","Thu Feb 20 08:16:55 GMT 2025","Thu Feb 20 08:17:04 GMT 2025","8966","","Form. Checking the basic functions for the Radio in the widget Form","","application.Samples.Form.RadioOnFormTest","placeholder","Test for getting the Placeholder value","The test gets the value from the placeholder attribute and returns it in String format"
"passed","Thu Feb 20 08:02:48 GMT 2025","Thu Feb 20 08:02:58 GMT 2025","9981","","Form. Checking the basic functions for the MultiValue in the widget Form","","application.Samples.Form.MultiValueOnFormTest","runtimeException","Run-time exception validation test","The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated."
"passed","Thu Feb 20 08:19:17 GMT 2025","Thu Feb 20 08:19:29 GMT 2025","12863","","Form. Checking the basic functions for the InlinePickList in the widget Form","","application.Samples.Form.InlinePickListOnFormTest","valuesInList","Character Matching test","The test sets the characters in the field, and then returns a list of values that match or contain characters"
"passed","Thu Feb 20 08:48:44 GMT 2025","Thu Feb 20 08:48:51 GMT 2025","7119","","Checking the basic functions for the Input","","application.Samples.Info.InputOnInfoTest","color","A test to get the field color value in Hex format","The test gets the value from the style attribute in RGB format, and then converts it to Hex format"
"passed","Thu Feb 20 08:23:16 GMT 2025","Thu Feb 20 08:23:25 GMT 2025","9319","","Form. Checking the basic functions for the Percent in the widget Form","","application.Samples.Form.PercentOnFormTest","sorting","Sorting test","Sorting is not available for the Form widget"
"passed","Thu Feb 20 08:28:41 GMT 2025","Thu Feb 20 08:28:48 GMT 2025","7196","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","","application.Samples.Form.DateTimeWithSecondsOnFormTest","color","A test to get the field color value in Hex format","The test gets the value from the style attribute in RGB format, and then converts it to Hex format"
