"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test checks the downloaded file with the template file that is contained in the resources","19130","A test to compare the downloaded file with the template","","Wed Apr 02 10:19:54 UTC 2025","passed","Wed Apr 02 10:20:13 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","compare"
"The test checks the status of one option, whether it is selected or not","28951","A test to check the status of one option","","Wed Apr 02 10:27:00 UTC 2025","passed","Wed Apr 02 10:27:29 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","statusOption"
"The transition/Redirect is not available","36691","The DrillDown test","","Wed Apr 02 10:17:24 UTC 2025","passed","Wed Apr 02 10:18:01 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","18866","Business Exception Validation Test","","Wed Apr 02 10:20:04 UTC 2025","passed","Wed Apr 02 10:20:23 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","businessException"
"Sorting is not available for InfoWidget.","38753","Sorting test","","Wed Apr 02 10:28:16 UTC 2025","passed","Wed Apr 02 10:28:55 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","sorting"
"","20449","The test for getting the value from the field","","Wed Apr 02 10:36:05 UTC 2025","passed","Wed Apr 02 10:36:26 UTC 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","read"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","27118","Required Message validation test for multiple fields","","Wed Apr 02 10:25:52 UTC 2025","passed","Wed Apr 02 10:26:19 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","fieldLevelValidation"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","22717","Required Message validation test for one field","","Wed Apr 02 10:17:25 UTC 2025","passed","Wed Apr 02 10:17:48 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","fieldLevelValidationAnnotation"
"Checking the url before the transition and after the transition/click on a special element","16831","The DrillDown test","","Wed Apr 02 10:16:25 UTC 2025","passed","Wed Apr 02 10:16:42 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","drillDown"
"Sorting is not available for InfoWidget.","44756","Sorting test","","Wed Apr 02 10:34:46 UTC 2025","passed","Wed Apr 02 10:35:30 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","sorting"
"Sorting is not available for InfoWidget.","37623","Sorting test","","Wed Apr 02 10:35:34 UTC 2025","passed","Wed Apr 02 10:36:12 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","sorting"
"Sorting is not available for the Form widget","93495","Sorting test","","Wed Apr 02 10:05:25 UTC 2025","failed","Wed Apr 02 10:06:58 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","sorting"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","16679","Business Exception Validation Test","","Wed Apr 02 10:08:46 UTC 2025","failed","Wed Apr 02 10:09:03 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","businessException"
"The test gets the value from the placeholder attribute and returns it in String format","23163","Test for getting the Placeholder value","","Wed Apr 02 10:17:07 UTC 2025","passed","Wed Apr 02 10:17:30 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","placeholder"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","23322","A test to get the field color value in Hex format","","Wed Apr 02 10:16:16 UTC 2025","passed","Wed Apr 02 10:16:39 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","21025","Business Exception Validation Test","","Wed Apr 02 10:14:09 UTC 2025","passed","Wed Apr 02 10:14:31 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","businessException"
"Sorting is not available for InfoWidget.","30181","Sorting test","","Wed Apr 02 10:24:56 UTC 2025","passed","Wed Apr 02 10:25:26 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","sorting"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","24345","Required Message validation test for one field","","Wed Apr 02 10:14:30 UTC 2025","passed","Wed Apr 02 10:14:55 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","19260","Confirmation Popup Validation Test","","Wed Apr 02 10:14:37 UTC 2025","passed","Wed Apr 02 10:14:56 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","confirm"
"DrillDown is not available for InfoWidget.","24435","The DrillDown test","","Wed Apr 02 10:30:22 UTC 2025","passed","Wed Apr 02 10:30:46 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","drillDown"
"Filtering is not available for the Form widget","17846","Filtering test","","Wed Apr 02 10:07:35 UTC 2025","failed","Wed Apr 02 10:07:53 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","filtration"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","22441","Required Message validation test for one field","","Wed Apr 02 10:23:08 UTC 2025","passed","Wed Apr 02 10:23:31 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","fieldLevelValidationAnnotation"
"Filtering is not available for InfoWidget.","25880","Filtering test","","Wed Apr 02 10:35:06 UTC 2025","passed","Wed Apr 02 10:35:32 UTC 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","17935","Run-time exception validation test","","Wed Apr 02 10:15:15 UTC 2025","passed","Wed Apr 02 10:15:33 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","runtimeException"
"DrillDown is not available for InfoWidget.","19349","The DrillDown test","","Wed Apr 02 10:30:01 UTC 2025","passed","Wed Apr 02 10:30:21 UTC 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","drillDown"
"The test checks for the disabled attribute","17951","A test to check the field for ""Read-only""","","Wed Apr 02 10:22:50 UTC 2025","passed","Wed Apr 02 10:23:08 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","readonly"
"Sorting is not available for InfoWidget.","43607","Sorting test","","Wed Apr 02 10:29:37 UTC 2025","passed","Wed Apr 02 10:30:21 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","sorting"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","17497","Required Message validation test for one field","","Wed Apr 02 10:07:52 UTC 2025","failed","Wed Apr 02 10:08:09 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","16914","A test to get the field color value in Hex format","","Wed Apr 02 10:09:01 UTC 2025","failed","Wed Apr 02 10:09:17 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","color"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","21622","A test to get the field color value in Hex format","","Wed Apr 02 10:24:47 UTC 2025","passed","Wed Apr 02 10:25:09 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","color"
