"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 26 20:17:54 GMT 2025","Wed Mar 26 20:18:09 GMT 2025","14667","","Form. Checking the basic functions for the Text in the widget Form","","application.Samples.Form.TextOnFormTest","businessException","Business Exception Validation Test","The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated"
"passed","Wed Mar 26 21:06:45 GMT 2025","Wed Mar 26 21:07:00 GMT 2025","14494","","Form. Checking the basic functions for the MultipleSelect in the widget Form","","application.Samples.Form.MultipleSelectOnFormTest","runtimeException","Run-time exception validation test","The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated"
"passed","Wed Mar 26 20:51:04 GMT 2025","Wed Mar 26 20:51:17 GMT 2025","12653","","Form. Checking the basic functions for the FileUpload in the widget Form","","application.Samples.Form.FileUploadOnFormTest","color","A test to get the field color value in Hex format","The test gets the value from the style attribute in RGB format, and then converts it to Hex format"
"passed","Wed Mar 26 20:59:48 GMT 2025","Wed Mar 26 21:00:02 GMT 2025","14206","","Form. Checking the basic functions for the MultiValue in the widget Form","","application.Samples.Form.MultiValueOnFormTest","fieldLevelValidationAnnotation","Required Message validation test for one field","The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered."
"passed","Wed Mar 26 21:18:14 GMT 2025","Wed Mar 26 21:18:26 GMT 2025","12594","","Info. Checking the basic functions for the PickList","","application.Samples.Info.PickListOnInfoTest","readonly","A test to check the field for ""Read-only""","Info Widget is always read-only"
"passed","Wed Mar 26 21:32:02 GMT 2025","Wed Mar 26 21:32:14 GMT 2025","12354","","Info. Checking the basic functions for the Money","","application.Samples.Info.MoneyOnInfoTest","drillDown","The DrillDown test","DrillDown is not available for InfoWidget."
"passed","Wed Mar 26 21:07:14 GMT 2025","Wed Mar 26 21:07:27 GMT 2025","13720","","Form. Checking the basic functions for the CheckBox","","application.Samples.Form.CheckBoxOnFormTest","sorting","Sorting test","Sorting is not available for the Form widget"
"passed","Wed Mar 26 20:38:28 GMT 2025","Wed Mar 26 20:38:41 GMT 2025","13538","","Form. Checking the basic functions for the Radio in the widget Form","","application.Samples.Form.RadioOnFormTest","filtration","Filtering test","Filtering is not available for the Form widget"
"passed","Wed Mar 26 21:00:17 GMT 2025","Wed Mar 26 21:00:32 GMT 2025","15259","","Form. Checking the basic functions for the MultiValue in the widget Form","","application.Samples.Form.MultiValueOnFormTest","businessException","Business Exception Validation Test","The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated."
"passed","Wed Mar 26 20:36:06 GMT 2025","Wed Mar 26 20:36:19 GMT 2025","12934","","Form. Checking the basic functions for the Date in the widget Form","","application.Samples.Form.DateOnFormTest","edit","A test for setting a value in a field","The test sets the value in the field, and then checks the value in the field with what should be set"
"passed","Wed Mar 26 21:03:31 GMT 2025","Wed Mar 26 21:03:45 GMT 2025","13337","","Form. Checking the basic functions for the MultipleSelect in the widget Form","","application.Samples.Form.MultipleSelectOnFormTest","getListOptions","Test to get a list of options","The test checks the list of options that the method returns, with the expected result"
"passed","Wed Mar 26 21:33:02 GMT 2025","Wed Mar 26 21:33:14 GMT 2025","12598","","Info. Checking the basic functions for the Money","","application.Samples.Info.MoneyOnInfoTest","placeholder","Test for getting the Placeholder value","The InfoWidget doesn't have a Placeholder."
