"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","19830","Confirmation Popup Validation Test","","Wed Apr 02 07:46:51 UTC 2025","passed","Wed Apr 02 07:47:11 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","confirm"
"The InfoWidget doesn't have a Placeholder.","20477","Test for getting the Placeholder value","","Wed Apr 02 08:06:37 UTC 2025","passed","Wed Apr 02 08:06:58 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","placeholder"
"Sorting is not available for InfoWidget.","36782","Sorting test","","Wed Apr 02 07:59:41 UTC 2025","passed","Wed Apr 02 08:00:18 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","sorting"
"Checking the url before the transition and after the transition/click on a special element","42085","The DrillDown test","","Wed Apr 02 07:50:32 UTC 2025","passed","Wed Apr 02 07:51:15 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","drillDown"
"Sorting is not available for InfoWidget.","40442","Sorting test","","Wed Apr 02 08:00:44 UTC 2025","passed","Wed Apr 02 08:01:24 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","sorting"
"Filtering is not available for InfoWidget.","11455","Filtering test","","Wed Apr 02 08:09:15 UTC 2025","passed","Wed Apr 02 08:09:27 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","filtration"
"Sorting is not available for the Form widget","106134","Sorting test","","Wed Apr 02 07:37:18 UTC 2025","passed","Wed Apr 02 07:39:04 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","sorting"
"Sorting is not available for InfoWidget.","30823","Sorting test","","Wed Apr 02 07:56:52 UTC 2025","passed","Wed Apr 02 07:57:23 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","sorting"
"Sorting is not available for the Form widget","36499","Sorting test","","Wed Apr 02 07:53:45 UTC 2025","passed","Wed Apr 02 07:54:22 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","sorting"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","22262","Run-time exception validation test","","Wed Apr 02 07:44:46 UTC 2025","passed","Wed Apr 02 07:45:08 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","runtimeException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","23507","Run-time exception validation test","","Wed Apr 02 07:44:28 UTC 2025","passed","Wed Apr 02 07:44:51 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","runtimeException"
"The test gets the value from the placeholder attribute and returns it in String format","19639","Test for getting the Placeholder value","","Wed Apr 02 07:48:25 UTC 2025","passed","Wed Apr 02 07:48:45 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","placeholder"
"Drill Down is not available for InfoWidget.","18175","The DrillDown test","","Wed Apr 02 07:59:30 UTC 2025","passed","Wed Apr 02 07:59:48 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","drillDown"
"DrillDown is not available for InfoWidget.","21548","The DrillDown test","","Wed Apr 02 08:01:48 UTC 2025","passed","Wed Apr 02 08:02:10 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","drillDown"
"The InfoWidget doesn't have a Placeholder.","11979","Test for getting the Placeholder value","","Wed Apr 02 07:58:28 UTC 2025","passed","Wed Apr 02 07:58:40 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","placeholder"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","18619","A test to get the field color value in Hex format","","Wed Apr 02 07:52:21 UTC 2025","passed","Wed Apr 02 07:52:40 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","color"
"DrillDown is not available for InfoWidget.","17582","The DrillDown test","","Wed Apr 02 08:02:59 UTC 2025","passed","Wed Apr 02 08:03:17 UTC 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","18386","A test to get the field color value in Hex format","","Wed Apr 02 07:41:50 UTC 2025","passed","Wed Apr 02 07:42:09 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","color"
"Filtering is not available for InfoWidget.","20880","Filtering test","","Wed Apr 02 08:03:46 UTC 2025","passed","Wed Apr 02 08:04:06 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","filtration"
"DrillDown is not available for InfoWidget.","18179","The DrillDown test","","Wed Apr 02 08:00:19 UTC 2025","passed","Wed Apr 02 08:00:37 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","drillDown"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","18312","Required Message validation test for multiple fields","","Wed Apr 02 08:00:07 UTC 2025","passed","Wed Apr 02 08:00:25 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","fieldLevelValidation"
"Sorting is not available for the Form widget","51591","Sorting test","","Wed Apr 02 07:45:23 UTC 2025","passed","Wed Apr 02 07:46:14 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","sorting"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","16819","Confirmation Popup Validation Test","","Wed Apr 02 07:48:50 UTC 2025","passed","Wed Apr 02 07:49:07 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","confirm"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","23221","Required Message validation test for one field","","Wed Apr 02 07:44:47 UTC 2025","passed","Wed Apr 02 07:45:11 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidationAnnotation"
"Info Widget is always read-only","15850","A test to check the field for ""Read-only""","","Wed Apr 02 08:06:16 UTC 2025","passed","Wed Apr 02 08:06:32 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","20613","Run-time exception validation test","","Wed Apr 02 07:58:30 UTC 2025","passed","Wed Apr 02 07:58:51 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","runtimeException"
"The test adds a value after removing all previous values.","18799","Value setting test with field clearing","","Wed Apr 02 07:57:53 UTC 2025","passed","Wed Apr 02 07:58:11 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","setValue"
"The test gets the value from the placeholder attribute and returns it in String format","22331","Test for getting the Placeholder value","","Wed Apr 02 07:50:01 UTC 2025","passed","Wed Apr 02 07:50:24 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","placeholder"
"Info Widget is always read-only","11023","A test to check the field for ""Read-only""","","Wed Apr 02 08:09:27 UTC 2025","passed","Wed Apr 02 08:09:38 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","readonly"
"Filtering is not available for InfoWidget.","24449","Filtering test","","Wed Apr 02 08:06:56 UTC 2025","passed","Wed Apr 02 08:07:20 UTC 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","25152","Business Exception Validation Test","","Wed Apr 02 07:41:44 UTC 2025","passed","Wed Apr 02 07:42:09 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","businessException"
"","22485","The test for getting the value from the field","","Wed Apr 02 08:08:53 UTC 2025","passed","Wed Apr 02 08:09:16 UTC 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","read"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","18187","Required Message validation test for one field","","Wed Apr 02 07:46:55 UTC 2025","passed","Wed Apr 02 07:47:14 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","21070","A test to get the field color value in Hex format","","Wed Apr 02 07:51:22 UTC 2025","passed","Wed Apr 02 07:51:43 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","color"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","18625","Required Message validation test for multiple fields","","Wed Apr 02 07:56:24 UTC 2025","passed","Wed Apr 02 07:56:42 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","fieldLevelValidation"
"The test sets the value in the field, and then checks the value in the field with what should be set","20363","A test for setting a value in a field","","Wed Apr 02 07:47:41 UTC 2025","passed","Wed Apr 02 07:48:01 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","edit"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","20224","Required Message text Verification field test","","Wed Apr 02 07:49:50 UTC 2025","passed","Wed Apr 02 07:50:10 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","required"
"Checking the url before the transition and after the transition/click on a special element","15111","The DrillDown test","","Wed Apr 02 07:58:31 UTC 2025","passed","Wed Apr 02 07:58:46 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","22316","Business Exception Validation Test","","Wed Apr 02 07:52:44 UTC 2025","passed","Wed Apr 02 07:53:07 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","businessException"
"The test gets the value from the placeholder attribute and returns it in String format","13724","Test for getting the Placeholder value","","Wed Apr 02 07:48:36 UTC 2025","passed","Wed Apr 02 07:48:50 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","placeholder"
"Checking the url before the transition and after the transition/click on a special element","22382","The DrillDown test","","Wed Apr 02 07:52:05 UTC 2025","passed","Wed Apr 02 07:52:27 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","drillDown"
"InfoWidget does not have a Hex field color for this type.","18169","A test to get the field color value in Hex format","","Wed Apr 02 08:03:53 UTC 2025","passed","Wed Apr 02 08:04:11 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","color"
"","29433","The test for getting the value from the field","","Wed Apr 02 08:05:46 UTC 2025","passed","Wed Apr 02 08:06:15 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","read"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","22493","Required Message text Verification field test","","Wed Apr 02 07:52:22 UTC 2025","passed","Wed Apr 02 07:52:44 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","required"
"The test checks for the disabled attribute","15774","A test to check the field for ""Read-only""","","Wed Apr 02 07:39:43 UTC 2025","passed","Wed Apr 02 07:39:59 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","21934","Required Message text Verification field test","","Wed Apr 02 07:46:58 UTC 2025","passed","Wed Apr 02 07:47:20 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","required"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","19819","A test to get the field color value in Hex format","","Wed Apr 02 08:06:33 UTC 2025","passed","Wed Apr 02 08:06:52 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","color"
"Filtering is not available for InfoWidget.","26927","Filtering test","","Wed Apr 02 08:08:26 UTC 2025","passed","Wed Apr 02 08:08:53 UTC 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","filtration"
"Sorting is not available for the Form widget","112643","Sorting test","","Wed Apr 02 07:37:19 UTC 2025","passed","Wed Apr 02 07:39:11 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","sorting"
"Checking the url before the transition and after the transition/click on a special element","22325","The DrillDown test","","Wed Apr 02 07:46:15 UTC 2025","passed","Wed Apr 02 07:46:37 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","25763","Run-time exception validation test","","Wed Apr 02 07:53:08 UTC 2025","passed","Wed Apr 02 07:53:34 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","runtimeException"
"The test sets the value in the field, and then checks the value in the field with what should be set","28364","A test for setting a value in a field","","Wed Apr 02 07:42:53 UTC 2025","passed","Wed Apr 02 07:43:21 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","edit"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","19601","Required Message text Verification field test","","Wed Apr 02 07:40:19 UTC 2025","passed","Wed Apr 02 07:40:38 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","required"
"Info Widget is always read-only","29845","A test to check the field for ""Read-only""","","Wed Apr 02 08:05:16 UTC 2025","passed","Wed Apr 02 08:05:46 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","readonly"
"Drill Down is not available for InfoWidget.","25810","The DrillDown test","","Wed Apr 02 08:08:23 UTC 2025","passed","Wed Apr 02 08:08:49 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","drillDown"
"Sorting is not available for InfoWidget.","39300","Sorting test","","Wed Apr 02 08:04:55 UTC 2025","passed","Wed Apr 02 08:05:34 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","sorting"
"The InfoWidget doesn't have a Placeholder.","21355","Test for getting the Placeholder value","","Wed Apr 02 08:08:46 UTC 2025","passed","Wed Apr 02 08:09:08 UTC 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","placeholder"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","30076","Required Message validation test for multiple fields","","Wed Apr 02 07:43:57 UTC 2025","passed","Wed Apr 02 07:44:28 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","fieldLevelValidation"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","24490","Required Message validation test for multiple fields","","Wed Apr 02 07:48:40 UTC 2025","passed","Wed Apr 02 07:49:04 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","fieldLevelValidation"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","20450","Required Message validation test for one field","","Wed Apr 02 07:55:42 UTC 2025","passed","Wed Apr 02 07:56:03 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","fieldLevelValidationAnnotation"
