"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Info Widget is always read-only","9153","A test to check the field for ""Read-only""","","Wed Mar 26 11:57:54 UTC 2025","passed","Wed Mar 26 11:58:03 UTC 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9110","Business Exception Validation Test","","Wed Mar 26 11:16:51 UTC 2025","passed","Wed Mar 26 11:17:00 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","businessException"
"The test sets the value in the field, and then checks the value in the field with what should be set","8892","A test for setting a value in a field","","Wed Mar 26 11:34:27 UTC 2025","passed","Wed Mar 26 11:34:36 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","edit"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7719","A test to get the field color value in Hex format","","Wed Mar 26 11:34:36 UTC 2025","passed","Wed Mar 26 11:34:44 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","color"
"The test gets the value from the placeholder attribute and returns it in String format","7515","Test for getting the Placeholder value","","Wed Mar 26 11:21:59 UTC 2025","passed","Wed Mar 26 11:22:06 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","placeholder"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","7971","Required Message text Verification field test","","Wed Mar 26 11:21:16 UTC 2025","passed","Wed Mar 26 11:21:24 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","required"
"Sorting is not available for InfoWidget.","8535","Sorting test","","Wed Mar 26 11:54:44 UTC 2025","passed","Wed Mar 26 11:54:53 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","sorting"
"Info Widget is always read-only","8830","A test to check the field for ""Read-only""","","Wed Mar 26 11:46:49 UTC 2025","passed","Wed Mar 26 11:46:58 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","readonly"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","9637","Confirmation Popup Validation Test","","Wed Mar 26 11:33:27 UTC 2025","passed","Wed Mar 26 11:33:37 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","confirm"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","8724","Required Message text Verification field test","","Wed Mar 26 11:07:37 UTC 2025","passed","Wed Mar 26 11:07:46 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","required"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","8878","Business Exception Validation Test","","Wed Mar 26 11:43:55 UTC 2025","passed","Wed Mar 26 11:44:04 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","businessException"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9167","Required Message validation test for one field","","Wed Mar 26 11:39:07 UTC 2025","passed","Wed Mar 26 11:39:17 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the placeholder attribute and returns it in String format","9358","Test for getting the Placeholder value","","Wed Mar 26 11:10:20 UTC 2025","passed","Wed Mar 26 11:10:29 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","placeholder"
"Getting a Placeholder is not available","8414","Test for getting the Placeholder value","","Wed Mar 26 11:15:53 UTC 2025","passed","Wed Mar 26 11:16:01 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","placeholder"
