"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checking the url before the transition and after the transition/click on a special element","9639","The DrillDown test","","Thu Mar 27 04:53:09 UTC 2025","passed","Thu Mar 27 04:53:19 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","drillDown"
"The test sets one value in the field, then checks the list with the expected value.","25423","A test for setting a single value in a field","","Thu Mar 27 04:59:54 UTC 2025","passed","Thu Mar 27 05:00:19 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_once"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9876","Required Message text Verification field test","","Thu Mar 27 05:09:35 UTC 2025","passed","Thu Mar 27 05:09:45 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","required"
"The test gets the value from the placeholder attribute and returns it in String format","8838","Test for getting the Placeholder value","","Thu Mar 27 04:33:28 UTC 2025","passed","Thu Mar 27 04:33:37 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","placeholder"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","11333","Business Exception Validation Test","","Thu Mar 27 05:01:02 UTC 2025","passed","Thu Mar 27 05:01:13 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","businessException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9497","Business Exception Validation Test","","Thu Mar 27 04:51:37 UTC 2025","passed","Thu Mar 27 04:51:47 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","businessException"
"Filtering is not available for the Form widget","8834","Filtering test","","Thu Mar 27 05:09:07 UTC 2025","passed","Thu Mar 27 05:09:16 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11356","Business Exception Validation Test","","Thu Mar 27 04:28:11 UTC 2025","passed","Thu Mar 27 04:28:22 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","businessException"
"Filtering is not available for InfoWidget.","8290","Filtering test","","Thu Mar 27 05:18:59 UTC 2025","passed","Thu Mar 27 05:19:07 UTC 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","filtration"
"Checking the url before the transition and after the transition/click on a special element","9993","The DrillDown test","","Thu Mar 27 05:03:31 UTC 2025","passed","Thu Mar 27 05:03:41 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","drillDown"
