"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10387","Required Message validation test for one field","","Mon Mar 24 10:14:30 UTC 2025","passed","Mon Mar 24 10:14:40 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the placeholder attribute and returns it in String format","9818","Test for getting the Placeholder value","","Mon Mar 24 10:15:30 UTC 2025","passed","Mon Mar 24 10:15:39 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","placeholder"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9478","A test to get the field color value in Hex format","","Mon Mar 24 09:59:24 UTC 2025","passed","Mon Mar 24 09:59:33 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","color"
"Sorting is not available for the Form widget","11184","Sorting test","","Mon Mar 24 10:00:18 UTC 2025","passed","Mon Mar 24 10:00:29 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","sorting"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9514","Business Exception Validation Test","","Mon Mar 24 10:12:25 UTC 2025","passed","Mon Mar 24 10:12:34 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","businessException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","15164","Run-time exception validation test","","Mon Mar 24 10:16:11 UTC 2025","passed","Mon Mar 24 10:16:26 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","runtimeException"
"The test gets the value from the placeholder attribute and returns it in String format","10624","Test for getting the Placeholder value","","Mon Mar 24 10:07:38 UTC 2025","passed","Mon Mar 24 10:07:48 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","placeholder"
"The test checks the list of buttons","8211","Test getting all widget buttons","","Mon Mar 24 10:13:18 UTC 2025","passed","Mon Mar 24 10:13:27 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","getButtons"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","11933","Required Message validation test for multiple fields","","Mon Mar 24 09:49:18 UTC 2025","passed","Mon Mar 24 09:49:30 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","fieldLevelValidation"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","11582","Required Message text Verification field test","","Mon Mar 24 10:01:38 UTC 2025","passed","Mon Mar 24 10:01:50 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","required"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","12098","Required Message text Verification field test","","Mon Mar 24 09:55:41 UTC 2025","passed","Mon Mar 24 09:55:53 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","required"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","12694","Required Message validation test for one field","","Mon Mar 24 10:09:23 UTC 2025","passed","Mon Mar 24 10:09:36 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","12440","Run-time exception validation test","","Mon Mar 24 09:57:07 UTC 2025","passed","Mon Mar 24 09:57:20 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","runtimeException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11227","Business Exception Validation Test","","Mon Mar 24 09:48:26 UTC 2025","passed","Mon Mar 24 09:48:37 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","businessException"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10799","Confirmation Popup Validation Test","","Mon Mar 24 10:05:09 UTC 2025","passed","Mon Mar 24 10:05:19 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","confirm"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","13219","Required Message text Verification field test","","Mon Mar 24 09:48:13 UTC 2025","passed","Mon Mar 24 09:48:26 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","required"
"The test gets the value from the placeholder attribute and returns it in String format","9502","Test for getting the Placeholder value","","Mon Mar 24 09:48:58 UTC 2025","passed","Mon Mar 24 09:49:07 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","placeholder"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","12088","Required Message validation test for one field","","Mon Mar 24 09:55:29 UTC 2025","passed","Mon Mar 24 09:55:41 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","fieldLevelValidationAnnotation"
"The test checks for the disabled attribute","10626","A test to check the field for ""Read-only""","","Mon Mar 24 10:06:43 UTC 2025","passed","Mon Mar 24 10:06:54 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9274","Required Message text Verification field test","","Mon Mar 24 10:12:15 UTC 2025","passed","Mon Mar 24 10:12:25 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","required"
"Filtering is not available for the Form widget","10696","Filtering test","","Mon Mar 24 09:50:03 UTC 2025","passed","Mon Mar 24 09:50:14 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","12025","Run-time exception validation test","","Mon Mar 24 10:11:15 UTC 2025","passed","Mon Mar 24 10:11:27 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","runtimeException"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","12268","Required Message validation test for one field","","Mon Mar 24 09:50:25 UTC 2025","passed","Mon Mar 24 09:50:38 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","fieldLevelValidationAnnotation"
"Checking the url before the transition and after the transition/click on a special element","10502","The DrillDown test","","Mon Mar 24 10:06:22 UTC 2025","passed","Mon Mar 24 10:06:33 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10068","Business Exception Validation Test","","Mon Mar 24 10:14:50 UTC 2025","passed","Mon Mar 24 10:15:00 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","businessException"
"The test sets the value in the field, and then checks the value in the field with what should be set","10516","A test for setting a value in a field","","Mon Mar 24 09:53:27 UTC 2025","passed","Mon Mar 24 09:53:38 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","edit"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","12889","Required Message validation test for multiple fields","","Mon Mar 24 10:02:47 UTC 2025","passed","Mon Mar 24 10:03:00 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","fieldLevelValidation"
"Filtering is not available for the Form widget","8736","Filtering test","","Mon Mar 24 10:03:33 UTC 2025","passed","Mon Mar 24 10:03:42 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","20472","Business Exception Validation Test","","Mon Mar 24 09:53:07 UTC 2025","failed","Mon Mar 24 09:53:27 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","businessException"
"The test gets the value from the placeholder attribute and returns it in String format","9236","Test for getting the Placeholder value","","Mon Mar 24 09:53:47 UTC 2025","passed","Mon Mar 24 09:53:56 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","placeholder"
"A test to get the value from the field. MultiValueHover is always read-only, so it is impossible to set the value","10765","A test for setting a value in a field","","Mon Mar 24 09:57:32 UTC 2025","passed","Mon Mar 24 09:57:43 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","edit"
"Filtering is not available for the Form widget","11858","Filtering test","","Mon Mar 24 09:55:05 UTC 2025","passed","Mon Mar 24 09:55:17 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","filtration"
"The test checks for the disabled attribute","13053","A test to check the field for ""Read-only""","","Mon Mar 24 09:47:47 UTC 2025","failed","Mon Mar 24 09:48:00 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","readonly"
"","11811","A test to check the options of the drop-down list","","Mon Mar 24 09:54:53 UTC 2025","passed","Mon Mar 24 09:55:05 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","options"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","11841","Confirmation Popup Validation Test","","Mon Mar 24 10:08:00 UTC 2025","passed","Mon Mar 24 10:08:12 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","confirm"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9659","Required Message validation test for one field","","Mon Mar 24 10:12:06 UTC 2025","passed","Mon Mar 24 10:12:15 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","fieldLevelValidationAnnotation"
"Getting the field color is not available","9698","A test to get the field color value in Hex format","","Mon Mar 24 09:57:43 UTC 2025","passed","Mon Mar 24 09:57:52 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","20426","Business Exception Validation Test","","Mon Mar 24 10:04:20 UTC 2025","failed","Mon Mar 24 10:04:41 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","businessException"
"The test checks for the disabled attribute","8861","A test to check the field for ""Read-only""","","Mon Mar 24 10:03:52 UTC 2025","passed","Mon Mar 24 10:04:01 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","readonly"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","11023","Confirmation Popup Validation Test","","Mon Mar 24 09:59:43 UTC 2025","passed","Mon Mar 24 09:59:54 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","confirm"
"Checking the url before the transition and after the transition/click on a special element","8682","The DrillDown test","","Mon Mar 24 10:11:41 UTC 2025","passed","Mon Mar 24 10:11:49 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","drillDown"
"The test gets the value from the placeholder attribute and returns it in String format","11547","Test for getting the Placeholder value","","Mon Mar 24 09:56:30 UTC 2025","passed","Mon Mar 24 09:56:42 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","placeholder"
"The test checks for the disabled attribute","8246","A test to check the field for ""Read-only""","","Mon Mar 24 10:11:58 UTC 2025","passed","Mon Mar 24 10:12:06 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","readonly"
"The test gets the value from the placeholder attribute and returns it in String format","9582","Test for getting the Placeholder value","","Mon Mar 24 09:59:33 UTC 2025","passed","Mon Mar 24 09:59:43 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","placeholder"
"The test checks for the disabled attribute","11991","A test to check the field for ""Read-only""","","Mon Mar 24 09:55:17 UTC 2025","passed","Mon Mar 24 09:55:29 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","readonly"
"Sorting is not available for the Form widget","10005","Sorting test","","Mon Mar 24 10:13:51 UTC 2025","passed","Mon Mar 24 10:14:01 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","sorting"
"Sorting is not available for the Form widget","27097","Sorting test","","Mon Mar 24 09:46:52 UTC 2025","failed","Mon Mar 24 09:47:19 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","sorting"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","13026","Confirmation Popup Validation Test","","Mon Mar 24 10:10:49 UTC 2025","passed","Mon Mar 24 10:11:02 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","confirm"
"The test sets the value in the field, and then checks the value in the field with what should be set. The Number Digits class is used for numbers with a fractional part.","12370","A test for entering numbers with a fractional part using the PercentDigits class","","Mon Mar 24 10:00:52 UTC 2025","passed","Mon Mar 24 10:01:05 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","digits"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","13216","Confirmation Popup Validation Test","","Mon Mar 24 09:56:42 UTC 2025","passed","Mon Mar 24 09:56:55 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","confirm"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9607","Run-time exception validation test","","Mon Mar 24 10:13:36 UTC 2025","passed","Mon Mar 24 10:13:46 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","runtimeException"
"Filtering is not available for the Form widget","10789","Filtering test","","Mon Mar 24 10:01:05 UTC 2025","passed","Mon Mar 24 10:01:15 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","filtration"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","11306","Confirmation Popup Validation Test","","Mon Mar 24 09:49:07 UTC 2025","passed","Mon Mar 24 09:49:18 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","confirm"
"Checking the url before the transition and after the transition/click on a special element","11147","The DrillDown test","","Mon Mar 24 09:49:52 UTC 2025","passed","Mon Mar 24 09:50:03 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","drillDown"
"Sorting is not available for the Form widget","11490","Sorting test","","Mon Mar 24 10:08:39 UTC 2025","passed","Mon Mar 24 10:08:50 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","sorting"
"Checking the url before the transition and after the transition/click on a special element","13905","The DrillDown test","","Mon Mar 24 09:47:19 UTC 2025","failed","Mon Mar 24 09:47:33 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9594","A test to get the field color value in Hex format","","Mon Mar 24 10:15:20 UTC 2025","passed","Mon Mar 24 10:15:30 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","color"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10853","Confirmation Popup Validation Test","","Mon Mar 24 09:53:56 UTC 2025","passed","Mon Mar 24 09:54:07 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","confirm"
"The test checks for the disabled attribute","9713","A test to check the field for ""Read-only""","","Mon Mar 24 09:58:33 UTC 2025","passed","Mon Mar 24 09:58:43 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10387","Business Exception Validation Test","","Mon Mar 24 09:59:03 UTC 2025","passed","Mon Mar 24 09:59:14 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","businessException"
